Player Number,Player Info,Mills PWA,Win Points,Loss Points,Net Points,Situations,=,Average Points,Player Info 2
39,"Wheeler,Dan,R,R,HOU,P",0.582,16909,12138,+4770,301,=,+16,"Wheeler,Dan,R,R,HOU,P"
40,"Verlander,Justin,R,R,DEP",0.545,27697,23158,+4539,795,=,+6,"Verlander,Justin,R,R,DEP"
42,"Kazmir,Scott,L,L,TBA,P",0.549,24354,19983,+4370,639,=,+7,"Kazmir,Scott,L,L,TBA,P"
43,"Linebrink,Scott,R,R,SDN",0.558,21092,16738,+4354,325,=,+13,"Linebrink,Scott,R,R,SDN"
44,"Myers,Brett,R,R,PHI,P",0.535,32349,28105,+4244,857,=,+5,"Myers,Brett,R,R,PHI,P"
45,"Harang,Aaron,R,R,CIN,P",0.529,37594,33415,+4179,1021,=,+4,"Harang,Aaron,R,R,CIN,P"
46,"Sanchez,Duaner,R,R,NYN,",0.596,12669,8600,+4069,235,=,+17,"Sanchez,Duaner,R,R,NYN,"
47,"Shields,Scot,R,R,ANA,P",0.550,21436,17511,+3925,371,=,+11,"Shields,Scot,R,R,ANA,P"
48,"Wainwright,Adam,R,R,SLN",0.580,13533,9814,+3719,314,=,+12,"Wainwright,Adam,R,R,SLN"
49,"Zambrano,Carlos,B,R,CHN",0.531,30978,27341,+3637,933,=,+4,"Zambrano,Carlos,B,R,CHN"
50,"Heilman,Aaron,R,R,NYN,P",0.553,18581,15035,+3546,370,=,+10,"Heilman,Aaron,R,R,NYN,P"
52,"Sheets,Ben,R,R,MIL,P",0.557,16380,13029,+3350,444,=,+8,"Sheets,Ben,R,R,MIL,P"
53,"Peavy,Jake,R,R,SDN,P",0.530,28727,25501,+3226,876,=,+4,"Peavy,Jake,R,R,SDN,P"
54,"Calero,Kiko,R,R,OAK,P",0.574,12402,9208,+3194,249,=,+13,"Calero,Kiko,R,R,OAK,P"
55,"Gordon,Tom,R,R,PHI,P",0.543,20051,16897,+3154,262,=,+12,"Gordon,Tom,R,R,PHI,P"
56,"Johnson,Josh,L,R,FLO,P",0.533,25562,22421,+3141,680,=,+5,"Johnson,Josh,L,R,FLO,P"
57,"Mussina,Mike,L,R,NYA,P",0.532,25627,22506,+3121,825,=,+4,"Mussina,Mike,L,R,NYA,P"
58,"Weathers,David,R,R,CIN,",0.550,17187,14070,+3117,318,=,+10,"Weathers,David,R,R,CIN,"
59,"James,Chuck,L,L,ATL,P",0.549,17358,14262,+3096,521,=,+6,"James,Chuck,L,L,ATL,P"
60,"Lowe,Mark,R,R,SEA,P",0.710,5118,2091,+3027,77,=,+39,"Lowe,Mark,R,R,SEA,P"
62,"Willis,Dontrelle,L,L,FLP",0.521,38040,35027,+3013,998,=,+3,"Willis,Dontrelle,L,L,FLP"
63,"Hensley,Clay,R,R,SDN,P",0.528,28414,25406,+3008,809,=,+4,"Hensley,Clay,R,R,SDN,P"
64,"Reyes,Dennys,R,L,MIN,P",0.635,6847,3933,+2915,200,=,+15,"Reyes,Dennys,R,L,MIN,P"
65,"Jennings,Jason,L,R,COL,",0.523,32334,29437,+2896,932,=,+3,"Jennings,Jason,L,R,COL,"
66,"Escobar,Kelvim,R,R,ANA,",0.526,29209,26350,+2860,820,=,+3,"Escobar,Kelvim,R,R,ANA,"
67,"Street,Huston,R,R,OAK,P",0.532,23040,20257,+2783,308,=,+9,"Street,Huston,R,R,OAK,P"
68,"Lackey,John,R,R,ANA,P",0.522,31805,29147,+2659,951,=,+3,"Lackey,John,R,R,ANA,P"
69,"Otsuka,Akinori,R,R,TEX,",0.542,17025,14382,+2643,242,=,+11,"Otsuka,Akinori,R,R,TEX,"
70,"Gaudin,Chad,R,R,OAK,P",0.590,8607,5980,+2628,287,=,+9,"Gaudin,Chad,R,R,OAK,P"
72,"Bedard,Erik,L,L,BAL,P",0.523,29652,27065,+2587,859,=,+3,"Bedard,Erik,L,L,BAL,P"
73,"Miller,Trever,R,L,HOU,P",0.605,7367,4807,+2560,211,=,+12,"Miller,Trever,R,L,HOU,P"
74,"Kennedy,Joe,R,L,OAK,P",0.587,8590,6037,+2554,151,=,+17,"Kennedy,Joe,R,L,OAK,P"
75,"Ohman,Will,L,L,CHN,P",0.623,6453,3908,+2545,295,=,+9,"Ohman,Will,L,L,CHN,P"
76,"Schilling,Curt,R,R,BOS,",0.521,31976,29456,+2521,849,=,+3,"Schilling,Curt,R,R,BOS,"
77,"Correia,Kevin,R,R,SFN,P",0.592,7922,5459,+2463,302,=,+8,"Correia,Kevin,R,R,SFN,P"
78,"Capuano,Chris,L,L,MIL,P",0.519,33093,30638,+2455,952,=,+3,"Capuano,Chris,L,L,MIL,P"
79,"Tankersley,Taylor,L,L,F,P",0.563,10879,8437,+2442,187,=,+13,"Tankersley,Taylor,L,L,F,P"
80,"Carrasco,Hector,R,R,ANA",0.574,9513,7073,+2440,426,=,+6,"Carrasco,Hector,R,R,ANA"
82,"Littleton,Wes,R,R,TEX,P",0.629,5623,3310,+2313,140,=,+17,"Littleton,Wes,R,R,TEX,P"
83,"Cook,Aaron,R,R,COL,P",0.520,30620,28310,+2310,931,=,+2,"Cook,Aaron,R,R,COL,P"
84,"Geary,Geoff,R,R,PHI,P",0.551,12478,10172,+2306,399,=,+6,"Geary,Geoff,R,R,PHI,P"
85,"Neshek,Pat,B,R,MIN,P",0.632,5529,3223,+2306,140,=,+16,"Neshek,Pat,B,R,MIN,P"
86,"Nelson,Joe,R,R,KCA,P",0.570,9325,7030,+2294,200,=,+11,"Nelson,Joe,R,R,KCA,P"
87,"Hamels,Cole,L,L,PHI,P",0.536,17140,14854,+2286,572,=,+4,"Hamels,Cole,L,L,PHI,P"
88,"Suppan,Jeff,R,R,SLN,P",0.519,30497,28218,+2279,856,=,+3,"Suppan,Jeff,R,R,SLN,P"
89,"Howry,Bob,L,R,CHN,P",0.538,15913,13654,+2258,323,=,+7,"Howry,Bob,L,R,CHN,P"
90,"Fuentes,Brian,L,L,COL,P",0.534,17689,15449,+2241,287,=,+8,"Fuentes,Brian,L,L,COL,P"
92,"Penny,Brad,R,R,LAN,P",0.521,27906,25703,+2203,844,=,+3,"Penny,Brad,R,R,LAN,P"
93,"Maddux,Greg,R,R,CHN,P",0.520,28944,26746,+2199,891,=,+2,"Maddux,Greg,R,R,CHN,P"
94,"Ramirez,Horacio,L,L,ATL",0.540,14507,12371,+2136,346,=,+6,"Ramirez,Horacio,L,L,ATL"
95,"Vizcaino,Luis,R,R,ARI,P",0.545,12933,10802,+2131,276,=,+8,"Vizcaino,Luis,R,R,ARI,P"
96,"Sampson,Chris,R,R,HOU,P",0.698,3755,1626,+2129,130,=,+16,"Sampson,Chris,R,R,HOU,P"
97,"Olsen,Scott,L,L,FLO,P",0.518,30279,28152,+2127,787,=,+3,"Olsen,Scott,L,L,FLO,P"
98,"Martinez,Pedro,R,R,NYN,",0.527,20144,18047,+2096,568,=,+4,"Martinez,Pedro,R,R,NYN,"
99,"Bauer,Rick,R,R,TEX,P",0.558,9988,7909,+2079,312,=,+7,"Bauer,Rick,R,R,TEX,P"
100,"Tallet,Brian,L,L,TOR,P",0.605,5927,3868,+2059,240,=,+9,"Tallet,Brian,L,L,TOR,P"
102,"Borowski,Joe,R,R,FLO,P",0.527,20101,18072,+2029,313,=,+6,"Borowski,Joe,R,R,FLO,P"
103,"Thornton,Matt,L,L,CHA,P",0.551,10701,8707,+1994,231,=,+9,"Thornton,Matt,L,L,CHA,P"
104,"Aardsma,David,R,R,CHN,P",0.605,5661,3696,+1965,229,=,+9,"Aardsma,David,R,R,CHN,P"
105,"Cain,Matt,R,R,SFN,P",0.518,27959,26021,+1938,848,=,+2,"Cain,Matt,R,R,SFN,P"
106,"Betancourt,Rafael,R,R,C,P",0.549,10733,8808,+1926,241,=,+8,"Betancourt,Rafael,R,R,C,P"
107,"Oliver,Darren,R,L,NYN,P",0.569,7644,5780,+1864,339,=,+5,"Oliver,Darren,R,L,NYN,P"
108,"Proctor,Scott,R,R,NYA,P",0.526,19029,17169,+1860,437,=,+4,"Proctor,Scott,R,R,NYA,P"
109,"Capellan,Jose,R,R,MIL,P",0.536,13898,12041,+1856,324,=,+6,"Capellan,Jose,R,R,MIL,P"
110,"Francis,Jeff,L,L,COL,P",0.517,28169,26318,+1850,871,=,+2,"Francis,Jeff,L,L,COL,P"
112,"Coffey,Todd,R,R,CIN,P",0.523,20400,18591,+1809,347,=,+5,"Coffey,Todd,R,R,CIN,P"
113,"Garland,Jon,R,R,CHA,P",0.516,29295,27515,+1780,916,=,+2,"Garland,Jon,R,R,CHA,P"
114,"Glavine,Tom,L,L,NYN,P",0.514,31485,29714,+1771,857,=,+2,"Glavine,Tom,L,L,NYN,P"
115,"Hawkins,LaTroy,R,R,BAL,",0.539,11922,10209,+1712,272,=,+6,"Hawkins,LaTroy,R,R,BAL,"
116,"Sowers,Jeremy,L,L,CLE,P",0.533,13597,11892,+1705,368,=,+5,"Sowers,Jeremy,L,L,CLE,P"
117,"Millwood,Kevin,R,R,TEX,",0.514,31081,29378,+1703,928,=,+2,"Millwood,Kevin,R,R,TEX,"
118,"Westbrook,Jake,R,R,CLE,",0.514,31653,29986,+1667,924,=,+2,"Westbrook,Jake,R,R,CLE,"
119,"Lowry,Noah,R,L,SFN,P",0.517,24766,23131,+1635,701,=,+2,"Lowry,Noah,R,L,SFN,P"
120,"MacDougal,Mike,B,R,CHA,",0.582,5751,4126,+1625,113,=,+14,"MacDougal,Mike,B,R,CHA,"
122,"Baek,Cha",0.589,5160,3603,+1557,143,=,+11,"Baek,Cha"
123,"Cruz,Juan,R,R,ARI,P",0.530,13690,12158,+1533,428,=,+4,"Cruz,Juan,R,R,ARI,P"
124,"Camp,Shawn,R,R,TBA,P",0.528,14380,12878,+1501,341,=,+4,"Camp,Shawn,R,R,TBA,P"
125,"Hudson,Luke,R,R,KCA,P",0.523,17012,15514,+1498,452,=,+3,"Hudson,Luke,R,R,KCA,P"
126,"Lopez,Javier,L,L,BOS,P",0.666,2995,1505,+1490,71,=,+21,"Lopez,Javier,L,L,BOS,P"
127,"Rogers,Kenny,L,L,DET,P",0.514,27280,25794,+1486,864,=,+2,"Rogers,Kenny,L,L,DET,P"
128,"Moyer,Jamie,L,L,PHI,P",0.513,30043,28571,+1472,915,=,+2,"Moyer,Jamie,L,L,PHI,P"
129,"Looper,Braden,R,R,SLN,P",0.531,12394,10935,+1459,314,=,+5,"Looper,Braden,R,R,SLN,P"
130,"Embree,Alan,L,L,SDN,P",0.539,9866,8423,+1443,230,=,+6,"Embree,Alan,L,L,SDN,P"
132,"Maroth,Mike,L,L,DET,P",0.553,7422,5990,+1432,237,=,+6,"Maroth,Mike,L,L,DET,P"
133,"Williams,Woody,R,R,SDN,",0.517,21741,20315,+1426,641,=,+2,"Williams,Woody,R,R,SDN,"
134,"Feliciano,Pedro,L,L,NYN",0.555,7229,5806,+1423,259,=,+5,"Feliciano,Pedro,L,L,NYN"
135,"Sherrill,George,L,L,SEA",0.548,7980,6590,+1390,181,=,+8,"Sherrill,George,L,L,SEA"
136,"Kline,Steve,R,L,SFN,P",0.540,9246,7869,+1376,231,=,+6,"Kline,Steve,R,L,SFN,P"
137,"Nieve,Fernando,R,R,HOU,",0.530,12000,10626,+1373,417,=,+3,"Nieve,Fernando,R,R,HOU,"
138,"Villanueva,Carlos,R,R,M,P",0.557,6546,5201,+1344,218,=,+6,"Villanueva,Carlos,R,R,M,P"
139,"Smith,Matt,L,L,NYA,P",0.751,2011,668,+1342,79,=,+17,"Smith,Matt,L,L,NYA,P"
140,"Billingsley,Chad,R,R,LAP",0.521,16899,15565,+1334,418,=,+3,"Billingsley,Chad,R,R,LAP"
142,"Stanton,Mike,L,L,SFN,P",0.525,13482,12216,+1266,311,=,+4,"Stanton,Mike,L,L,SFN,P"
143,"Farnsworth,Kyle,R,R,NYA",0.522,14906,13643,+1263,305,=,+4,"Farnsworth,Kyle,R,R,NYA"
144,"Huber,Jon,R,R,SEA,P",0.588,4108,2876,+1232,68,=,+18,"Huber,Jon,R,R,SEA,P"
145,"Mercker,Kent,L,L,CIN,P",0.578,4460,3257,+1203,126,=,+10,"Mercker,Kent,L,L,CIN,P"
146,"Saunders,Joe,L,L,ANA,P",0.529,10868,9683,+1185,309,=,+4,"Saunders,Joe,L,L,ANA,P"
147,"McBride,Macay,L,L,ATL,P",0.546,7037,5856,+1181,253,=,+5,"McBride,Macay,L,L,ATL,P"
148,"Eyre,Scott,L,L,CHN,P",0.531,10000,8826,+1174,276,=,+4,"Eyre,Scott,L,L,CHN,P"
149,"Woods,Jake,L,L,SEA,P",0.525,12248,11086,+1162,482,=,+2,"Woods,Jake,L,L,SEA,P"
150,"Contreras,Jose,R,R,CHA,",0.510,29237,28081,+1156,876,=,+1,"Contreras,Jose,R,R,CHA,"
152,"O'Malley,Ryan,R,L,CHN,P",0.633,2734,1586,+1147,56,=,+20,"O'Malley,Ryan,R,L,CHN,P"
153,"Pena,Tony,R,R,ARI,P",0.543,7236,6100,+1136,140,=,+8,"Pena,Tony,R,R,ARI,P"
154,"Myers,Mike,L,L,NYA,P",0.567,4747,3618,+1129,140,=,+8,"Myers,Mike,L,L,NYA,P"
155,"Grabow,John,L,L,PIT,P",0.537,7828,6746,+1081,306,=,+4,"Grabow,John,L,L,PIT,P"
156,"Bonser,Boof,R,R,MIN,P",0.518,15736,14667,+1068,429,=,+2,"Bonser,Boof,R,R,MIN,P"
157,"Gabbard,Kason,L,L,BOS,P",0.563,4769,3701,+1068,114,=,+9,"Gabbard,Kason,L,L,BOS,P"
158,"Bannister,Brian,R,R,NYN",0.547,6151,5098,+1053,181,=,+6,"Bannister,Brian,R,R,NYN"
159,"Benson,Kris,R,R,BAL,P",0.510,27236,26205,+1031,807,=,+1,"Benson,Kris,R,R,BAL,P"
160,"Kinney,Josh,R,R,SLN,P",0.675,1957,941,+1017,99,=,+10,"Kinney,Josh,R,R,SLN,P"
162,"Bowie,Micah,L,L,WAS,P",0.599,2996,2007,+989,76,=,+13,"Bowie,Micah,L,L,WAS,P"
163,"Bray,Bill,L,L,CIN,P",0.530,8621,7654,+966,225,=,+4,"Bray,Bill,L,L,CIN,P"
164,"Medders,Brandon,R,R,ARI",0.523,10712,9758,+954,322,=,+3,"Medders,Brandon,R,R,ARI"
165,"Walker,Jamie,L,L,DET,P",0.550,5176,4227,+948,200,=,+5,"Walker,Jamie,L,L,DET,P"
166,"Hernandez,Felix,R,R,SEA",0.508,28232,27294,+938,843,=,+1,"Hernandez,Felix,R,R,SEA"
167,"Rauch,Jon,R,R,WAS,P",0.518,13310,12388,+922,405,=,+2,"Rauch,Jon,R,R,WAS,P"
168,"Hill,Rich,L,L,CHN,P",0.518,12912,11991,+921,429,=,+2,"Hill,Rich,L,L,CHN,P"
169,"Bush,Dave,R,R,MIL,P",0.509,26535,25614,+921,902,=,+1,"Bush,Dave,R,R,MIL,P"
170,"Ramirez,Ramon,R,R,COL,P",0.529,8235,7322,+913,289,=,+3,"Ramirez,Ramon,R,R,COL,P"
172,"Borkowski,Dave,R,R,HOU,",0.530,7565,6696,+869,303,=,+3,"Borkowski,Dave,R,R,HOU,"
173,"Villarreal,Oscar,L,R,ATP",0.520,11269,10403,+866,407,=,+2,"Villarreal,Oscar,L,R,ATP"
174,"Helling,Rick,R,R,MIL,P",0.569,3487,2645,+842,145,=,+6,"Helling,Rick,R,R,MIL,P"
175,"Frasor,Jason,R,R,TOR,P",0.537,6145,5307,+838,224,=,+4,"Frasor,Jason,R,R,TOR,P"
176,"Stokes,Brian,R,R,TBA,P",0.560,3889,3054,+835,115,=,+7,"Stokes,Brian,R,R,TBA,P"
177,"Cortes,David,R,R,COL,P",0.569,3432,2601,+831,124,=,+7,"Cortes,David,R,R,COL,P"
178,"Burres,Brian,L,L,BAL,P",0.754,1200,391,+808,32,=,+25,"Burres,Brian,L,L,BAL,P"
179,"Corey,Bryan,R,R,BOS,P",0.572,3150,2357,+793,168,=,+5,"Corey,Bryan,R,R,BOS,P"
180,"Speier,Justin,R,R,TOR,P",0.516,12053,11292,+761,236,=,+3,"Speier,Justin,R,R,TOR,P"
182,"Patterson,John,R,R,WAS,",0.534,5918,5164,+754,179,=,+4,"Patterson,John,R,R,WAS,"
183,"Harville,Chad,R,R,TBA,P",0.538,5358,4604,+754,197,=,+4,"Harville,Chad,R,R,TBA,P"
184,"Karstens,Jeff,R,R,NYA,P",0.536,5624,4874,+749,184,=,+4,"Karstens,Jeff,R,R,NYA,P"
185,"Backe,Brandon,R,R,HOU,P",0.526,7614,6864,+749,192,=,+4,"Backe,Brandon,R,R,HOU,P"
186,"Lyon,Brandon,R,R,ARI,P",0.512,15532,14808,+724,296,=,+2,"Lyon,Brandon,R,R,ARI,P"
187,"Hernandez,Orlando,R,R,A,P",0.507,25060,24356,+705,727,=,+1,"Hernandez,Orlando,R,R,A,P"
188,"Tejeda,Robinson,R,R,TEX",0.514,11613,10972,+641,339,=,+2,"Tejeda,Robinson,R,R,TEX"
189,"Fruto,Emiliano,R,R,SEA,",0.533,5097,4461,+636,173,=,+4,"Fruto,Emiliano,R,R,SEA,"
190,"Guerrier,Matt,R,R,MIN,P",0.532,5254,4621,+633,311,=,+2,"Guerrier,Matt,R,R,MIN,P"
192,"Alfonseca,Antonio,R,R,T,P",0.576,2344,1724,+619,76,=,+8,"Alfonseca,Antonio,R,R,T,P"
193,"Hendrickson,Mark,L,L,LAP",0.506,26791,26184,+608,737,=,+1,"Hendrickson,Mark,L,L,LAP"
194,"Flores,Randy,L,L,SLN,P",0.524,6721,6114,+607,200,=,+3,"Flores,Randy,L,L,SLN,P"
195,"Cormier,Lance,R,R,ATL,P",0.515,10707,10101,+607,343,=,+2,"Cormier,Lance,R,R,ATL,P"
196,"Gonzalez,Edgar,R,R,ARI,",0.524,6252,5672,+580,187,=,+3,"Gonzalez,Edgar,R,R,ARI,"
197,"Pettitte,Andy,L,L,HOU,P",0.504,34263,33697,+567,945,=,+1,"Pettitte,Andy,L,L,HOU,P"
198,"Schoeneweis,Scott,L,L,C,P",0.517,8255,7703,+553,231,=,+2,"Schoeneweis,Scott,L,L,C,P"
199,"Halsey,Brad,L,L,OAK,P",0.508,15666,15149,+517,449,=,+1,"Halsey,Brad,L,L,OAK,P"
200,"Slocum,Brian,R,R,CLE,P",0.565,2190,1685,+505,91,=,+6,"Slocum,Brian,R,R,CLE,P"
202,"Hancock,Josh,R,R,SLN,P",0.518,6886,6399,+487,328,=,+1,"Hancock,Josh,R,R,SLN,P"
203,"McCarthy,Brandon,R,R,CHP",0.509,12124,11676,+448,371,=,+1,"McCarthy,Brandon,R,R,CHP"
204,"Martin,Tom,L,L,COL,P",0.518,6590,6144,+446,269,=,+2,"Martin,Tom,L,L,COL,P"
205,"Greinke,Zack,R,R,KCA,P",0.587,1490,1050,+440,28,=,+16,"Greinke,Zack,R,R,KCA,P"
206,"Rasner,Darrell,R,R,NYA,",0.537,3170,2733,+437,84,=,+5,"Rasner,Darrell,R,R,NYA,"
207,"Field,Nate,R,R,COL,P",0.546,2586,2150,+436,41,=,+11,"Field,Nate,R,R,COL,P"
208,"Jimenez,Ubaldo,R,R,COL,",0.630,1039,609,+430,33,=,+13,"Jimenez,Ubaldo,R,R,COL,"
209,"Garcia,Jose,R,R,FLO,P",0.616,1139,709,+430,48,=,+9,"Garcia,Jose,R,R,FLO,P"
210,"Harden,Rich,L,R,OAK,P",0.516,6556,6146,+411,195,=,+2,"Harden,Rich,L,R,OAK,P"
212,"Maine,John,R,R,NYN,P",0.509,11540,11133,+407,377,=,+1,"Maine,John,R,R,NYN,P"
213,"Hill,Shawn,R,R,WAS,P",0.518,5531,5144,+387,167,=,+2,"Hill,Shawn,R,R,WAS,P"
214,"DeJean,Mike,R,R,COL,P",0.690,702,315,+386,8,=,+48,"DeJean,Mike,R,R,COL,P"
215,"Burnett,A.J.,R,R,TOR,P",0.505,19736,19354,+383,607,=,+1,"Burnett,A.J.,R,R,TOR,P"
216,"Shackelford,Brian,L,L,C,P",0.609,1065,683,+382,81,=,+5,"Shackelford,Brian,L,L,C,P"
217,"Montero,Agustin,R,R,CHA",0.821,480,104,+375,61,=,+6,"Montero,Agustin,R,R,CHA"
218,"Perez,Beltran,R,R,WAS,P",0.539,2528,2158,+370,93,=,+4,"Perez,Beltran,R,R,WAS,P"
219,"Bruney,Brian,R,R,NYA,P",0.529,3372,3006,+366,93,=,+4,"Bruney,Brian,R,R,NYA,P"
220,"Moylan,Peter,R,R,ATL,P",0.618,916,567,+349,69,=,+5,"Moylan,Peter,R,R,ATL,P"
222,"League,Brandon,R,R,TOR,",0.515,6068,5721,+346,178,=,+2,"League,Brandon,R,R,TOR,"
223,"Thompson,Brad,R,R,SLN,P",0.518,4771,4447,+324,248,=,+1,"Thompson,Brad,R,R,SLN,P"
224,"Ohka,Tomo,R,R,MIL,P",0.505,14638,14323,+314,432,=,+1,"Ohka,Tomo,R,R,MIL,P"
225,"Rincon,Ricardo,L,L,SLN,",0.692,545,243,+302,22,=,+14,"Rincon,Ricardo,L,L,SLN,"
226,"Ring,Royce,L,L,NYN,P",0.653,643,342,+302,48,=,+6,"Ring,Royce,L,L,NYN,P"
227,"Wright,Jaret,R,R,NYA,P",0.503,21548,21264,+284,640,=,+0,"Wright,Jaret,R,R,NYA,P"
228,"Koplove,Mike,R,R,ARI,P",0.619,733,451,+282,17,=,+17,"Koplove,Mike,R,R,ARI,P"
229,"Bootcheck,Chris,R,R,ANA",0.567,1191,909,+281,54,=,+5,"Bootcheck,Chris,R,R,ANA"
230,"Peralta,Joel,R,R,KCA,P",0.507,10170,9894,+276,316,=,+1,"Peralta,Joel,R,R,KCA,P"
232,"Witasick,Jay,R,R,OAK,P",0.561,1242,972,+270,113,=,+2,"Witasick,Jay,R,R,OAK,P"
233,"Booker,Chris,R,R,KCA,P",0.570,1072,809,+263,40,=,+7,"Booker,Chris,R,R,KCA,P"
234,"Capps,Matt,R,R,PIT,P",0.505,12847,12590,+257,342,=,+1,"Capps,Matt,R,R,PIT,P"
235,"Britton,Chris,R,R,BAL,P",0.510,6445,6194,+251,227,=,+1,"Britton,Chris,R,R,BAL,P"
236,"Venafro,Mike,L,L,COL,P",0.562,1130,880,+250,15,=,+17,"Venafro,Mike,L,L,COL,P"
237,"Veras,Jose,R,R,NYA,P",0.581,875,631,+244,48,=,+5,"Veras,Jose,R,R,NYA,P"
238,"Belisle,Matt,R,R,CIN,P",0.516,3840,3600,+240,186,=,+1,"Belisle,Matt,R,R,CIN,P"
239,"Eyre,Willie,R,R,MIN,P",0.521,2978,2739,+239,282,=,+1,"Eyre,Willie,R,R,MIN,P"
240,"Astacio,Ezequiel,R,R,HOP",0.585,815,579,+236,32,=,+7,"Astacio,Ezequiel,R,R,HOP"
242,"Sweeney,Brian,R,R,SDN,P",0.516,3701,3470,+231,243,=,+1,"Sweeney,Brian,R,R,SDN,P"
243,"Stauffer,Tim,R,R,SDN,P",0.577,818,600,+218,23,=,+9,"Stauffer,Tim,R,R,SDN,P"
244,"Miller,Matt,R,R,CLE,P",0.544,1301,1090,+211,65,=,+3,"Miller,Matt,R,R,CLE,P"
245,"Reyes,Anthony,R,R,SLN,P",0.504,12953,12751,+202,378,=,+1,"Reyes,Anthony,R,R,SLN,P"
246,"Julio,Jorge,R,R,ARI,P",0.504,13235,13039,+196,299,=,+1,"Julio,Jorge,R,R,ARI,P"
247,"Perkins,Glen,L,L,MIN,P",0.677,360,172,+188,20,=,+9,"Perkins,Glen,L,L,MIN,P"
248,"Wasdin,John,R,R,TEX,P",0.515,3332,3144,+188,146,=,+1,"Wasdin,John,R,R,TEX,P"
249,"Kuo,Hong-Chih,L,L,LAN,P",0.505,8491,8308,+183,270,=,+1,"Kuo,Hong-Chih,L,L,LAN,P"
250,"Ramirez,Santiago,R,R,WAP",0.699,316,136,+180,18,=,+10,"Ramirez,Santiago,R,R,WAP"
252,"Snell,Ian,R,R,PIT,P",0.501,28827,28660,+166,841,=,+0,"Snell,Ian,R,R,PIT,P"
253,"Rogers,Brian,R,R,PIT,P",0.575,618,456,+162,39,=,+4,"Rogers,Brian,R,R,PIT,P"
254,"Henn,Sean,R,L,NYA,P",0.544,983,823,+160,44,=,+4,"Henn,Sean,R,L,NYA,P"
255,"Springer,Russ,R,R,HOU,P",0.506,6287,6128,+159,249,=,+1,"Springer,Russ,R,R,HOU,P"
256,"Lester,Jon,L,L,BOS,P",0.503,14862,14707,+154,385,=,+0,"Lester,Jon,L,L,BOS,P"
257,"Garcia,Freddy,R,R,CHA,P",0.501,28260,28107,+153,964,=,+0,"Garcia,Freddy,R,R,CHA,P"
258,"Bernero,Adam,R,R,KCA,P",0.517,2093,1952,+140,69,=,+2,"Bernero,Adam,R,R,KCA,P"
259,"Stockman,Phil,R,R,ATL,P",0.540,852,724,+128,21,=,+6,"Stockman,Phil,R,R,ATL,P"
260,Van,0.522,1398,1277,+120,69,=,+2,Van
262,"Gagne,Eric,R,R,LAN,P",0.838,140,27,+113,8,=,+14,"Gagne,Eric,R,R,LAN,P"
263,"Masset,Nick,R,R,TEX,P",0.617,256,159,+97,36,=,+3,"Masset,Nick,R,R,TEX,P"
264,"Choate,Randy,L,L,ARI,P",0.521,1190,1094,+96,75,=,+1,"Choate,Randy,L,L,ARI,P"
265,"Tata,Jordan,R,R,DET,P",0.555,483,387,+95,65,=,+1,"Tata,Jordan,R,R,DET,P"
266,"Salas,Juan,R,R,TBA,P",0.521,1044,961,+83,51,=,+2,"Salas,Juan,R,R,TBA,P"
267,"Hansack,Devern,R,R,BOS,",0.519,1023,948,+75,36,=,+2,"Hansack,Devern,R,R,BOS,"
268,"Perez,Rafael,L,L,CLE,P",0.517,1053,984,+68,62,=,+1,"Perez,Rafael,L,L,CLE,P"
269,"Durbin,Chad,B,R,DET,P",0.630,137,80,+56,24,=,+2,"Durbin,Chad,B,R,DET,P"
270,"Nunez,Leo,R,R,KCA,P",0.542,358,302,+56,58,=,+1,"Nunez,Leo,R,R,KCA,P"
272,"Narveson,Chris,L,L,SLN,",0.519,578,535,+43,42,=,+1,"Narveson,Chris,L,L,SLN,"
273,"Bell,Heath,R,R,NYN,P",0.505,2099,2062,+38,171,=,+0,"Bell,Heath,R,R,NYN,P"
274,"Chacin,Gustavo,L,L,TOR,",0.501,14123,14087,+36,390,=,+0,"Chacin,Gustavo,L,L,TOR,"
275,"Bean,Colter,L,R,NYA,P",0.601,93,62,+31,11,=,+3,"Bean,Colter,L,R,NYA,P"
276,"Hermanson,Dustin,R,R,CHP",0.509,785,756,+29,27,=,+1,"Hermanson,Dustin,R,R,CHP"
277,"Franklin,Wayne,L,L,ATL,",0.515,368,346,+21,37,=,+1,"Franklin,Wayne,L,L,ATL,"
278,"Lara,Juan,R,L,CLE,P",0.506,774,756,+17,21,=,+1,"Lara,Juan,R,L,CLE,P"
279,"Burns,Mike,R,R,BOS,P",0.502,1051,1041,+10,106,=,+0,"Burns,Mike,R,R,BOS,P"
280,"Humber,Philip,R,R,NYN,P",0.750,14,5,+9,8,=,+1,"Humber,Philip,R,R,NYN,P"
282,"Misch,Patrick,R,L,SFN,P",0.704,6,2,+3,5,=,+1,"Misch,Patrick,R,L,SFN,P"
283,"Barzilla,Philip,L,L,HOU",0.630,0,0,+0,2,=,+0,"Barzilla,Philip,L,L,HOU"
284,"Mabeus,Chris,R,R,MIL,P",0.500,3,3,+0,15,=,+0,"Mabeus,Chris,R,R,MIL,P"
285,"Martinez,Carlos,R,R,FLO",0.499,2184,2188,-5,46,=,+0,"Martinez,Carlos,R,R,FLO"
286,"Harris,Jeff,R,R,SEA,P",0.458,44,52,-8,12,=,-1,"Harris,Jeff,R,R,SEA,P"
